id,Exited
165034,0.19618975584929835
165035,0.7309981487834764
165036,0.1988584896284548
165037,0.31962716738266356
165038,0.4092644931767189
165039,0.19993910343631466
165040,0.21207018444544817
165041,0.22394108034048874
165042,0.5788979669122918
165043,0.1948671121975302
165044,0.2624056844872131
165045,0.19991163321044073
165046,0.19513774219153593
165047,0.344399093589966
165048,0.6018430833196979
165049,0.21423529681423883
165050,0.2803316421385847
165051,0.3596576982998166
165052,0.1956700035111403
165053,0.23510918516759322
165054,0.201993157706582
165055,0.24884754713025553
165056,0.3181774503706915
165057,0.196258231605407
165058,0.3642335034807047
165059,0.26261066862810484
165060,0.7461148012757102
165061,0.5269596310451996
165062,0.26569493185767423
165063,0.4766621302025122
165064,0.19765954337677757
165065,0.1956120719421415
165066,0.24447003734141037
165067,0.24654943825350856
165068,0.21293143789341085
165069,0.19431333277780113
165070,0.6502289993697056
165071,0.1993389510482354
165072,0.24781391846860185
165073,0.7318098275717052
165074,0.5353040845951025
165075,0.3138287737771161
165076,0.28771355972215135
165077,0.1947684312959012
165078,0.3713039288290677
165079,0.2948046071996122
165080,0.19524291422690007
165081,0.2015378292045616
165082,0.1953074640588533
165083,0.4827678341946568
165084,0.21365071560661816
165085,0.19460622344982817
165086,0.19656952647740425
165087,0.5579151023523006
165088,0.1984028284512471
165089,0.23686322843903657
165090,0.2500743203161725
165091,0.19893089356273083
165092,0.19668519681314914
165093,0.2707796405627656
165094,0.19487345247914262
165095,0.2793582997285302
165096,0.33290990167335116
165097,0.26502036935761386
165098,0.20409598485366343
165099,0.19513774219153593
165100,0.7408797645888082
165101,0.21133837076286413
165102,0.21113030407311936
165103,0.19793029322221792
165104,0.2624639834660801
165105,0.4700311041108278
165106,0.23871321200311837
165107,0.2462261944517716
165108,0.20026293109645713
165109,0.3164251966819645
165110,0.22500545651363665
165111,0.20512197516945885
165112,0.20839133600361653
165113,0.19721341077245527
165114,0.19703567083334048
165115,0.19513774219153593
165116,0.42343407208608796
165117,0.19798538077518357
165118,0.39343794256676357
165119,0.2139034594921272
165120,0.2301471190352717
165121,0.23265263198749736
165122,0.2477223176277732
165123,0.22241368338593148
165124,0.2527976518296894
165125,0.20982891165607953
165126,0.20034364664992
165127,0.19636677085826695
165128,0.19743718137085095
165129,0.19689433926036057
165130,0.746077390398576
165131,0.21614557583592747
165132,0.256700981682079
165133,0.2468739651446623
165134,0.19472674256989703
165135,0.2037567333654037
165136,0.19431333277780113
165137,0.4505583256987051
165138,0.5859083825273979
165139,0.46616248720265735
165140,0.2502042630850904
165141,0.19703567083334048
165142,0.19513774219153593
165143,0.2568444237250567
165144,0.32839346458979946
165145,0.5545108838634549
165146,0.2736350504596748
165147,0.2113699849061071
165148,0.23585671688685908
165149,0.19924414029092394
165150,0.20514934417956873
165151,0.6306991250397554
165152,0.520585588039523
165153,0.22341255478986186
165154,0.19654914777251403
165155,0.20044248482054552
165156,0.19499722483367402
165157,0.19752026158208347
165158,0.4470948724095129
165159,0.25265460398055695
165160,0.2066691265591139
165161,0.1955282072827568
165162,0.6331203185234957
165163,0.19594426503346687
165164,0.19629104665671676
165165,0.2374460193581583
165166,0.7472770439682093
165167,0.20596035281235486
165168,0.2069981648291876
165169,0.2646777322289378
165170,0.2594473816190603
165171,0.21592392321734613
165172,0.32752959849621605
165173,0.22880381994189875
165174,0.19615084741582955
165175,0.21711082751432983
165176,0.19995455114119007
165177,0.2021851295253488
165178,0.44411638960358624
165179,0.55587321234537
165180,0.20313083477419244
165181,0.7400580329114833
165182,0.24182627706130955
165183,0.20521561280147674
165184,0.20577196542705783
165185,0.20785754336809417
165186,0.19499722483367402
165187,0.7473678810162347
165188,0.717897112978964
165189,0.1955282072827568
165190,0.19499722483367402
165191,0.2297848092766828
165192,0.2691994176429332
165193,0.2719300051337118
165194,0.3147731440895904
165195,0.25895912074331967
165196,0.3636180415954016
165197,0.671628298835418
165198,0.5987305617450694
165199,0.22358916774091686
165200,0.3442243053578131
165201,0.637194938998307
165202,0.6463769611377632
165203,0.6787820132355765
165204,0.5706679722739009
165205,0.19629472163882924
165206,0.34220991578463833
165207,0.248759800927348
165208,0.261412920605487
165209,0.3398262259331388
165210,0.38355540794656245
165211,0.7421857089448186
